1	2	5	0	0	0
2	2	5	1.3	-1.1	1.702938637
3	2	5	1.3	0.1	1.303840481
4	2	5	1.3	0.8	1.526433752
5	2	5	1.5	0.1	1.503329638
6	2	5	1.5	0.5	1.58113883
7	2	10	3.5	-0.4	3.522782991
8	2	10	3.5	0.2	3.505709629
9	2	10	3.5	0.5	3.535533906
10	2	10	3.5	0.9	3.6138622
11	2	10	3.8	-0.8	3.883297568
12	2	10	3.8	-0.3	3.811823711
13	2	10	3.8	0.2	3.805259518
14	2	10	3.8	1.4	4.049691346
15	2	10	4.1	0.1	4.101219331
16	2	10	4.2	-0.4	4.219004622
17	1	10	6.1	1.1	6.198386887
18	1	10	6.4	0.9	6.462971453
19	1	10	6.4	1.3	6.530696747
20	1	10	6.4	1.3	6.530696747
21	1	10	6.7	0.8	6.747592163
22	2	15	5.9	0.5	5.921148537
23	2	15	6.2	-0.4	6.212889827
24	2	15	6.2	-0.5	6.220128616
25	2	15	6.3	0.1	6.300793601
26	2	15	6.4	0.3	6.407027392
27	2	15	6.5	-0.6	6.527633568
28	1	15	6.5	3	7.158910532
29	1	15	6.8	1.2	6.905070601
30	1	15	6.9	0.8	6.946221995
31	1	15	6.9	1.1	6.987131028
32	1	15	6.9	2	7.184010022
33	1	15	7.1	2.4	7.494664769
34	2	20	8.3	1.8	8.492938243
35	2	20	8.5	0.5	8.514693183
36	2	20	8.5	0.7	8.528774824
37	2	20	8.5	1.1	8.570880935
38	2	20	8.7	0.5	8.714355972
39	2	20	8.8	0.1	8.800568163
40	1	20	7.6	-2.3	7.940403012
41	1	20	7.9	-0.8	7.940403012
42	1	20	8.4	-0.1	8.400595217
43	1	20	9.8	-1.2	9.873196038
44	1	20	9.8	-1.4	9.899494937
45	1	20	9.9	-1.1	9.960923652
46	1	20	9.9	-1.4	9.998499887
47	1	20	10.2	-1.2	10.27034566
48	2	25	10.7	-2.2	10.92382717
49	2	25	11.4	-0.5	11.41095964
50	2	25	11.6	-0.4	11.6068945
51	2	25	11.6	-1.5	11.6965807
52	2	25	11.8	-0.9	11.83427226
53	2	25	12	0.4	12.00666482
54	1	25	12.1	0.8	12.12641744
55	1	25	12.1	1.6	12.20532671
56	1	25	12.2	1.4	12.28006515
57	1	25	12.5	1.5	12.58967831
58	1	25	12.6	2.5	12.84562182
59	1	25	12.7	1.9	12.84133949
60	2	30	13	-3.5	13.46291202
61	2	30	13.1	-2.4	13.31803289
62	2	30	13.2	-2.6	13.45362405
63	2	30	13.2	-3	13.53661701
64	2	30	13.3	-2	13.44953531
65	2	30	13.4	-2.9	13.71021517
66	2	30	13.7	-3.3	14.09184161
67	1	30	14.2	3.6	14.64923206
68	1	30	14.3	4.6	15.02165104
69	1	30	14.6	4.6	15.30751449
70	1	30	14.6	4.7	15.33786165
71	1	30	14.6	4.3	15.22005256
72	1	30	14.8	4.5	15.46900126
73	1	30	15	5	15.8113883
74	1	30	15.2	4.2	15.76959099
75	1	30	15.2	2.9	15.47417203
